ID	Declustering Potential (DP)	Collision Energy (CE)	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Molecular formula	Ionization model	Ret. Time (min)	Precursor ions (Q1)	Product ions (Q3)	Main fragments	Compound name	Identification level	Class	CV_all	CV_PIM	CV_CER	CV_BIG	H2
SlFM1664	-50	-40						10.4	682.1	272.2	271.1, 272.1, 638.2, 151.1, 152.2, 664.5 				2.97	1.56	1.95	3.5	0.93
SlFM1673	-50	-40						1.05	685.1	201.1	625.0, 201.0, 642.9, 543.0, 541.1, 217.0 				1.04	1	0.86	0.87	0.29
SlFM1677	50	50						8.31	689.1	281.9	528.2, 689.0, 282.0, 159.1, 429.0, 254.0				0.76	0.78	0.74	0.64	0.42
SlFM1678	40	50					H+	4.76	690	207	206.9, 174.9, 147.0, 350.8, 528.0, 142.0 	N', N'', N'''-Disinapoyl, p-coumaroylagmatine	putatively annotated	Polyamine	1.03	0.75	0.8	0.93	0.88
SlFM1685	60	30	693.2738					9.98	693.1	536.1	336.8, 661.1, 503.9, 536.0, 477.9				0.47	0.59	0.47	0.44	0.8
SlFM1693	40	40	695.1328					2.5	695.1	347.8	347.8, 135.9, 135.1, 160.0, 96.9 				1.47	1.81	0.99	1.48	0.43
SlFM1695	-40	-30						7.43	693.1	607.3	607.3, 589.3, 649.3, 179.0, 161.0, 190.3 				1.78	0.78	1.53	2.1	0.74
SlFM1706	-50	-50						8.48	697.1	287.1	287.0, 261.0, 449.0, 150.9, 491.0, 653.2 				2.42	1.32	1.88	1.72	0.7
SlFM1709	30	40						8.54	700.1	272.9	272.8, 683.3, 152.9, 360.0, 538.1 				3.15	1.21	2.15	1.74	0.68
SlFM1710	-50	-20						10.7	698.1	654.4	654.4, 612.3, 492.4, 594.4, 576.4, 450.1 				0.69	0.63	0.61	0.53	0.61
SlFM1714	40	30	701.2761					9.74	701.1	669.1	669.2, 512.0, 468.0, 486.0, 320.9, 625.3				0.46	0.53	0.49	0.43	0.76
SlFM1730	40	50	709.2409					5.36	709.1	188	188.0, 146.0, 204.9, 189.0, 144.0 				1.38	1.16	1.66	1.25	0.75
SlFM1732	-40	-20						7.03	707.1	191	353.1, 191.1, 351.1, 355.1, 179.1, 173.0 				1.49	0.84	1.21	1.48	0.76
SlFM1734	60	40						9.08	709.1	271	271.0, 253.0, 415.0, 397.0, 159.0, 145.0 				0.73	0.5	0.55	0.74	0.85
SlFM1738	50	50						5.36	710.1	187.9	187.9				1.33	0.97	1.53	1.24	0.73
SlFM1740	-60	-50						7.03	708.1	192	192.0, 190.7, 353.0, 354.0, 179.4, 161.8 				1.42	0.76	1.18	1.28	0.75
SlFM1741	50	30					H+	8.64	710.3	416.3	692.2, 176.9, 162.9, 416.1, 272.8	Tomatidine-O-hexosyl-O-pentoside	putatively annotated	glycoalkaloid	2.56	2.53	2.39	2.11	0.41
SlFM1744	50	60						5.37	711.1	187.9	187.9, 146.0, 204.9, 144.1, 189.0				0.89	0.69	1.03	0.77	0.54
SlFM1745	-50	-60						7.03	709.1	191	191.0, 96.9, 353.0, 173.1, 179.1, 355.0 				1.27	0.69	1.07	1.19	0.67
SlFM1746	40	30	711.4266					9.33	711.1	417	417.0, 288.8, 215.0, 330.8, 200.9, 273.0 				0.65	0.47	0.54	0.65	0.81
SlFM1747	50	30	712.2253					7.37	712.1	230.9	230.8, 96.9, 212.9, 86.9, 108.9 				1.84	0.8	1.5	2.12	0.66
SlFM1750	30	40						1.22	715.1	278.7	596.8, 536.8, 512.7, 554.8, 638.8, 494.8 				0.76	0.65	0.76	0.7	0.38
SlFM1751	-60	-30						9.39	713.1	669.4	669.3, 551.3, 507.2, 695.2, 677.1, 653.2 				0.87	0.52	0.73	0.72	0.76
SlFM1754	40	40						1.21	717.1	278.7	278.7, 378.7, 558.7, 536.8, 280.7, 596.8				0.76	0.64	0.77	0.7	0.47
SlFM1755	40	30						1.02	717.1	596.9	596.8, 536.8, 512.7, 554.8, 638.8, 494.8				0.75	0.69	0.69	0.67	0.07
SlFM1757	40	40						9.76	717.1	685	685.1, 163.0, 537.0, 699.1, 555.0, 238.9 				0.71	0.72	0.85	0.63	0.5
SlFM1758	40	30						5.49	718.1	272.8	272.8, 153.0, 178.9, 152.1, 556.0 				3.37	2.05	1.99	2.21	0.95
SlFM1761	50	30	720.3384					10.9	720.1	293	292.9, 274.9, 257.0, 173.0, 218.9, 145.0 				1.14	1.15	1.01	1.18	0.35
SlFM1763	50	50						5.38	721.1	187.9	187.9, 146.0, 204.9, 144.0, 159.0, 163.0 				0.69	0.92	0.57	0.6	0.26
SlFM1767	40	30						9.1	724.1	231	637.2, 577.2, 576.2, 474.1, 475.1				2.99	1.23	3.16	2.98	0.59
SlFM1768	40	40	727.2041					7.89	727.1	286.6	286.8, 594.9, 448.8, 96.9, 288.8, 328.8 				0.62	0.59	0.78	0.52	0.54
SlFM1769	20	20					H+	7.9	727	449	286.8, 594.9, 448.8, 96.9, 288.8, 328.8	Dihydroxy tomatidine-O-rhamnoside-O-pentoside	putatively annotated	glycoalkaloid	0.62	0.59	0.77	0.5	0.74
SlFM1773	10	60						6.27	730.1	136	136.0, 297.8, 135.2, 163.1, 97.0, 134.1 				0.91	0.58	0.85	0.89	0.33
SlFM1774	30	20						6.27	731.1	297.8	376.8, 163.0, 214.9, 358.8, 185.0, 197.0				0.87	0.47	0.84	0.85	0.35
SlFM1775	40	20						6.98	731.1	376.8	376.8, 163.0, 214.9, 358.8, 185.0, 197.0 				1.13	0.79	1.03	1.18	0.73
SlFM1779	40	30						2	734.1	386	151.9, 635.9, 386.8, 541.8, 313.6				1.19	0.87	0.96	1.29	0.55
SlFM1781	40	30						1.85	735	388	636.9, 542.8, 444.7, 380.7, 387.7, 347.7				1.08	0.88	1.01	1.08	0.56
SlFM1784	-50	-40						1.11	737.1	301	301.0, 201.0, 159.0, 541.0, 203.1, 343.0 				0.82	0.74	0.86	0.72	0.33
SlFM1785	50	40				C39H65NO12	H+	8.62	740.4	416.2	175.0, 273.0, 416.1, 187.0	Gamma-tomatine	putatively annotated	glycoalkaloid	2.47	2.12	2.19	2.59	0.64
SlFM1790	50	60						10.5	743.1	116	116.0, 236.9, 187.0, 229.0, 705.3, 591.3 				0.97	0.78	1.1	0.92	0.07
SlFM1794	50	10	743.1996				H+	7.5	743.1	303.1	303.4, 304.6, 464.8, 97.0, 610.9	Quercetin-3-pentosylhexoside-7-deoxyhexoside	putatively annotated	Flavonoid	0.54	0.42	0.55	0.55	0.87
SlFM1795	50	20					H+	7.49	743	449	449	Dihydroxy tomatidine-O-hexosyl-O-pentoside	putatively annotated	glycoalkaloid	0.52	0.41	0.54	0.51	0.86
SlFM1796	-60	-30						10.6	741.1	535.4	697.3, 535.3, 534.3, 533.3, 493.3, 681.3 				0.95	0.59	0.73	0.78	0.83
SlFM1797	50	40						7.48	744.1	302.8	302.8, 303.8, 612.0, 465.8, 304.9 				0.57	0.48	0.55	0.58	0.85
SlFM1800	-40	-30						5.56	746.1	404.1	404.1, 625.1, 656.2, 584.2, 728.2, 607.1 				1.35	0.69	1	1.41	0.73
SlFM1804	40	20	757.2152				H+	6.66	757	449	286.8, 448.8, 610.9, 280.8, 594.9, 162.0	Dihydroxy tomatidine-O-hexosyl-O-rhamnoside	putatively annotated	glycoalkaloid	1.14	0.83	1.05	0.84	0.89
SlFM1806	40	20	757.2191	757.2186	0.66	C33H40O20	H+	6.66	757.2	595.2	286.6, 448.8, 288.5, 287.5, 611.0, 595.1	C-hexosyl-apigenin O-hexosyl-O-hexoside	putatively annotated	Flavonoid	1.19	0.81	1.02	0.82	0.89
SlFM1809	50	50	757.5085				H+	6.66	757.5	287.1	302.8, 316.7, 739.2, 85.0, 448.9, 130.0	Kaempferol-dihexoside-rhamnoside	putatively annotated	Flavonoid	1.23	0.83	1.05	0.86	0.9
SlFM1816	50	30						6.99	761.1	563	563.0, 581.0, 527.0, 460.9, 394.9, 430.9 				1.7	1.09	1.23	1.82	0.94
SlFM1817	-50	-30						10.3	759.1	715.4	715.4, 163.1, 553.3, 325.0, 697.4, 661.1 				0.74	0.62	0.86	0.7	0.63
SlFM1823	40	30						1.9	766.1	424	423.8, 202.8, 573.8, 261.7, 319.6 				1.36	1	1.51	1.3	0.52
SlFM1826	40	30	773.2117	773.2135	2.33	C33H41O21Cl1	protonated	6.16	773	303	302.8, 464.8, 627.0, 610.9, 177.0, 84.9 	Delphinidin 3-sophoroside-5-rhamnoside	putatively annotated	Anthocyanin	0.61	0.57	0.6	0.58	0.83
SlFM1832	40	60						6.16	774.1	302.9	302.8, 303.9, 465.9, 464.9, 305.5, 628.0 				0.65	0.62	0.63	0.64	0.76
SlFM1833	30	30						5.78	774.1	707.2	707.2, 622.1, 227.0, 169.0, 525.1, 199.0 				1.48	1.64	1.8	1.36	0.38
SlFM1834	20	30						7.13	775.1	187	187.0, 169.1, 710.3, 760.9, 388.9, 197.0 				1.02	1.5	1.07	0.92	0.85
SlFM1836	40	60	777.149					10.4	777.1	116	116.0, 187.1, 143.1, 229.0, 86.0, 237.0 				0.73	0.74	0.76	0.71	0.06
SlFM1843	-40	-50						6.79	776.2	387.1	387.1, 388.2, 163.2, 536.3, 191.0, 164.2 				2.08	1.23	1.19	1.89	0.72
SlFM1847	50	30						6.61	783.1	187	187.0, 169.0, 297.9, 526.0, 183.0, 227.0 				1.13	1.57	1.37	0.99	0.84
SlFM1848	-50	-50						1.08	781.1	301	301.0, 201.1, 343.0, 344.9, 525.0, 203.1 				0.92	0.98	0.92	0.76	0.31
SlFM1849	-60	-40						1.07	782.1	302.1	302.1, 525.8, 301.0, 200.9, 159.9, 541.4 				0.92	1.05	0.96	0.76	0.35
SlFM1851	-40	-30						1.01	785.1	301	725.0, 301.0, 643.0, 742.9, 299.0 				1.09	1.18	0.98	0.88	0.43
SlFM1854	-40	-40						1.02	787.1	301	301.0, 303.0, 726.9, 302.0, 644.9 				1.13	1.11	1.07	0.91	0.37
SlFM1858	40	60	792.2913					4.62	792.1	147	147.0, 142.1, 290.8, 467.9, 160.0 				1.06	0.79	0.96	1.1	0.86
SlFM1869	60	40	805.327					11.5	805.1	611.1	611.1, 643.1, 569.1, 457.9, 324.8, 204.0 				0.83	0.61	0.77	0.8	0.81
SlFM1872	20	50						4.8	806.1	177	176.9, 145.0, 320.8, 142.1, 338.8, 160.0 				1.1	0.77	0.85	1.11	0.86
SlFM1875	40	40	807.3419					10.8	807.1	645.3	645.3, 613.3, 775.3, 204.1, 337.0, 490.1 				0.73	0.7	0.63	0.71	0.87
SlFM1878	50	40	808.3363					8.55	808.1	776.2	776.2, 575.2, 558.2, 759.2, 630.2, 167.1 				0.85	0.92	0.88	0.69	0.9
SlFM1880	40	30	809.353					10.8	809.1	647	647.2, 615.3, 646.2, 614.2, 492.0, 791.2 				0.76	0.63	0.66	0.71	0.89
SlFM1882	-40	-30						5.56	808	403	403.1, 404.1, 179.1, 161.1, 180.2, 162.1 				3.4	1.07	1.68	3.42	0.81
SlFM1884	60	50						5.26	811.1	187	187.0, 227.0, 199.0, 711.0, 188.0, 568.3 				1.18	1.15	1.42	1.04	0.4
SlFM1885	40	30	814.4525				H+	7.81	814.1	574.4	574.5, 634.4, 255.1, 605.5, 616.5, 754.5 	Acetyl hydroxy tomatidine-di-O-hexoside	putatively annotated	glycoalkaloid	0.54	0.3	0.47	0.49	0.85
SlFM1886	60	40						1.23	815.1	278.7	278.7, 280.7, 378.6, 376.6, 574.7, 476.7				0.81	0.73	0.79	0.76	0.56
SlFM1887	40	30	815.4569				H+	7.54	815	755.4	755.7, 593.6, 575.6, 255.1, 754.5	Acetyl hydroxy tomatidine-di-O-hexoside	putatively annotated	glycoalkaloid	0.28	0.24	0.33	0.25	0.81
SlFM1888	20	30						7.01	816.1	175	175.0, 173.0, 191.0, 209.0, 133.0, 119.0 				0.74	0.65	0.85	0.63	0.28
SlFM1892	40	50		822.4045			H+	4.82	822	207	177.0, 145.0, 142.1, 320.8, 160.1	N', N'',N'''-Trisinapoylspermine	putatively annotated	Polyamine	1.09	0.75	0.92	0.94	0.86
SlFM1897	40	40	832.4654					7.34	832.1	814.2	814.3, 754.7, 255.2, 592.6, 574.6, 435.2 				0.55	0.36	0.52	0.48	0.92
SlFM1899	60	30						7.35	834.1	816.3	816.3, 756.4, 594.4, 755.4, 576.3, 815.3				0.59	0.35	0.54	0.49	0.91
SlFM1900	-40	-40						1.17	835.1	301	301.0, 201.1, 541.1, 202.9, 539.1, 299.1 				0.74	0.6	0.79	0.65	0.41
SlFM1901	-50	-50						1.14	837.1	301	301.0, 640.9, 543.0, 540.9, 303.0, 201.0 				0.78	0.68	0.82	0.68	0.36
SlFM1906	40	50	841.3471					8.66	841.1	679.3	679.4, 647.5, 337.1, 490.2, 315.2, 652.5 				0.73	0.93	0.86	0.66	0.51
SlFM1908	40	40	842.3508					8.67	842.1	680.2	680.1, 162.9, 336.8, 337.8, 491.0, 648.1 				0.56	0.64	0.51	0.56	0.43
SlFM1911	-60	-30						8.4	843.1	637.2	637.1, 799.2, 433.1, 271.1, 595.1, 783.2 				4.08	1.9	2.15	1.68	0.85
SlFM1915	60	50						4.78	853.1	207	206.9, 207.9, 174.9, 176.0, 368.8, 525.9 				1.29	0.95	0.89	1.29	0.89
SlFM1917	50	30						6.55	855.1	788	788.3, 227.0, 144.0, 169.0, 173.0, 199.0 				1.24	1.64	1.2	1.15	0.36
SlFM1923	50	40					H+	8.62	872.3	416.3	854.4, 416.1, 553.1, 552.1, 255.0, 740.4 	beta2-tomatidine	putatively annotated	glycoalkaloid	2.51	1.73	2.38	2.2	0.53
SlFM1926	40	60	875.1899					11.2	875.1	116	116.0, 136.0, 187.1, 229.0, 86.0, 225.9 				0.48	0.51	0.45	0.47	0.16
SlFM1928	-40	-30						7.28	877.1	353	353.0, 191.0, 839.2, 523.2, 525.3, 741.1 				0.68	1.05	0.64	0.66	0.35
SlFM1929	-60	-50						1.17	878.1	343	343.0, 201.1, 344.0, 202.2, 539.0, 540.1 				0.8	0.77	0.81	0.69	0.39
SlFM1931	50	60	887.1883					11.1	887.1	116	116.0, 211.0, 187.0, 228.9, 86.0, 592.0 				0.5	0.44	0.43	0.47	0.16
SlFM1932	40	30						7.2	888	245	245				0.99	1.18	1.06	0.87	0.57
SlFM1933	10	60						6.13	889.1	286.8	286.8, 448.8, 611.0, 757.0, 595.0				0.83	1.1	0.76	0.71	0.65
SlFM1934	30	40	889.2362					8.92	889.1	302.8	302.8, 260.9, 147.0, 214.9, 167.0, 242.9 				0.87	1.39	0.98	0.78	0.93
SlFM1937	10	40						12.4	893.1	613.1	613.1, 645.1, 875.2, 550.6, 738.2, 861.1 				0.8	0.74	0.75	0.76	0.39
SlFM1942	10	40					H+	9.29	903	286.8	286.8, 177.0, 575.2, 290.8, 167.0, 144.9	Kaempferol-ferulyglucosyl-xylosylrhamnoside	putatively annotated	Flavonoid	1.17	1.8	1.05	0.83	0.93
SlFM1946	60	40						7.91	905	245	244.9, 169.0, 809.2, 641.2, 197.0, 565.1 				0.97	1.21	1.09	0.86	0.75
SlFM1947	50	60	905.2568	905.2557	1.22		H+	5.8	905.1	302.7	302.8, 464.8, 627.0, 894.2, 902.0 	Quercetin O-dihexoside-rhamnosyl-xyloside	putatively annotated	Flavonoid	0.79	1.18	0.77	0.73	0.62
SlFM1948	30	40						8.34	905.1	302.8	302.8, 163.0, 276.8, 230.9, 175.0, 258.9 				0.93	1.29	1.05	0.85	0.88
SlFM1949	20	30						6.31	906.1	297.8	297.8, 136.0, 194.9, 473.8, 162.9, 888.2 				2.15	1.44	1.74	2.27	0.87
SlFM1950	40	30					H+	9.6	917.3	273	273	Hydroxytomatidenol-tri-O-hexoside	putatively annotated	glycoalkaloid	1.12	0.75	0.8	1.27	0.76
SlFM1952	20	50	919.2479	919.2503	2.61		protonated	8.95	919	177	302.8, 177.0, 291.0, 167.1, 145.1, 149.1	Ferulylpelargonidin di-O-hexosyl-O-pentoside	putatively annotated	Anthocyanin	0.83	1.29	0.96	0.72	0.94
SlFM1954	50	40	923.2789					9.51	923.1	302.7	302.8, 231.0, 135.0, 277.0, 259.0, 96.9 				0.59	1.22	0.64	0.49	0.92
SlFM1955	40	40	933.2614				H+	9.07	933.1	286.8	286.8, 207.0, 175.0, 320.8, 167.0, 274.9 	Kaempferol-sinapylglucosyl-xylosylrhamnoside	putatively annotated	Flavonoid	1.2	1.42	0.92	0.8	0.93
SlFM1973	-30	-50						10.6	975.1	271.1	271.0, 475.1, 931.4, 899.5, 943.5, 939.3 				3.29	1.29	2.68	3.05	0.87
SlFM1975	50	60						4.68	984.1	177	176.9, 142.0, 160.0, 321.8, 144.9, 320.8 				0.92	0.72	0.81	0.93	0.8
SlFM1977	20	60				C50H81NO21	H+	8.4	1032.8	414.1	1014.7, 576.5, 414.1, 900.6, 577.6	Dehydrotomatine isomer (25R)	putatively annotated	glycoalkaloid	6.33	3.22	5.24	7.2	0.86
SlFM1978	50	50					H+	8.4	1033	414.1	414.1	Dehydrotomatine	putatively annotated	glycoalkaloid	7.57	3.62	6.35	8.36	0.7
SlFM1979	20	50				C50H81NO21	H+	9.1	1032.7	414.1	576.3, 900.4, 1014.4, 973.4, 1003.4	Dehydrofilotomatine	putatively annotated	glycoalkaloid	5.54	0.71	4.77	1.55	0.62
SlFM1980	60	50				C50H81NO21	H+	7.8	1032.7	414.2	576.6, 414.0, 255.0, 396.1, 273.0	Habrochaitoside A	putatively annotated	glycoalkaloid	9.66	1.57	6.9	11.83	0.59
SlFM1981	40	30				C50H83NO21	H+	8.65	1034.5	416.1	416.1, 1016.8, 578.5, 398.1, 273.0, 255.0 	Alpha-tomatine	standard	glycoalkaloid	4.79	3.62	3.78	4.92	0.57
SlFM1982	40	30				C50H83NO21	H+	9.2	1034.6	416.2	416.0, 415.0, 578.3, 577.2, 902.4, 398.1 	Filotomatine	putatively annotated	glycoalkaloid	4.31	0.66	3.89	1.15	0.72
SlFM1983	40	30				C50H83NO22	H+	7.3	1050.5	432	1032.7, 255.1, 273, 414.1	Neorickiioside A	putatively annotated	glycoalkaloid	1.01	0.75	0.84	1.11	0.83
SlFM1984	40	30				C50H83NO22	H+	8.2	1050.5	432.1	1032.4, 272.9, 576.2, 255	Lycoperoside H	putatively annotated	glycoalkaloid	1.14	0.82	1.08	0.95	0.6
SlFM1985	10	60					H+	7.42	1051	1032.9	1032.7, 255, 273, 414.1	Neorickiioside B	putatively annotated	glycoalkaloid	1.06	0.74	0.78	1.25	0.62
SlFM1986	10	60					H+	9.69	1067	273	273.0, 255.1, 274.0, 580.3, 256.0, 418.1 	Caffeoyl hydroxy tomatidine-di-O-hexosyl-O-pentoside	putatively annotated	glycoalkaloid	1.81	0.9	1.48	2.14	0.73
SlFM1987	50	20				C52H85NO23	H+	8.9	1092.658	1032.5	1032.9, 273, 1074.9, 255, 576.7	Lycoperoside B 	putatively annotated	glycoalkaloid	4.42	3.3	2.99	5.66	0.85
SlFM1988	50	20				C52H85NO23	H+	9.47	1092.558	1032.5	1032.4, 1074.4, 272.9, 1033.5, 576.3	Lycoperoside C	putatively annotated	glycoalkaloid	4.88	2.92	3.25	5.81	0.95
SlFM1989	30	40				C52H85NO23	H+	7.93	1092.558	1032.6	1033.0, 1075.0, 273.0, 255.0, 576.8, 414.1 	Lycoperoside A	putatively annotated	glycoalkaloid	1.61	0.82	1.29	1.45	0.9
SlFM1990	40	30					H+	8.8	1094.54	1034.6	1034.5, 1076.5, 1005.6	(Lycoperoside H) FA or (Hydroxy-α-Tomatine) FA III	putatively annotated	glycoalkaloid	4.8	3.03	3.29	5.77	0.69
SlFM1991	10	50				(C50H83NO22) HCOOH	H+	9.5	1094.64	1034.6	1034.4, 1076.3, 526.1, 667.2, 162.9	(Lycoperoside H) FA or (Hydroxy-α-Tomatine) FA I	putatively annotated	glycoalkaloid	4.38	2.82	3.2	4.79	0.92
SlFM1992	40	40				(C50H83NO22) HCOOH	H+	8	1094.54	1034.7	1048.4, 1034.4, 1032.4, 1076.4, 576.2	(Lycoperoside H) FA or (Hydroxy-α-Tomatine) FA II	putatively annotated	glycoalkaloid	5.89	0.79	4.09	7.17	0.89
SlFM1993	10	40					H+	8.19	1108.7	443	1049.4, 1091.4, 1031.6, 273.1, 443.1	Esculeoside A lacking O27 glucosyl residue	putatively annotated	glycoalkaloid	3.62	0.91	3.34	3.36	0.9
SlFM1994	10	60					H+	6.51	1229	430.2	1211.4, 593.0, 1049.4, 755.1, 611.1	Caffeoyl hydroxy tomatidine-tri-O-hexosyl-O-pentoside	putatively annotated	glycoalkaloid	1.43	0.76	1.22	1.62	0.87
SlFM1995	20	40				C56H93NO28	H+	6.6	1228.7	594.2	1210.5, 265, 668.9, 957.2, 540.9	Esculeoside B	putatively annotated	glycoalkaloid	4.17	3.14	3.88	4.5	0.9
SlFM1996	20	60					H+	7.8	1268.59	1088.5	1088.7, 603.4, 441.0, 1208.7, 271.0, 363.0 	Dehydrolycoperoside G, Dehydrolycoperoside F or Dehydroescoleoside A	putatively annotated	glycoalkaloid	1.18	0.98	1.18	0.82	0.49
SlFM1997	40	30					H+	7.5	1268.59	1208.6	1088.7, 603.4, 441, 1208.7, 271	Dehydrolycoperoside G, Dehydrolycoperoside F or Dehydroescoleoside A	putatively annotated	glycoalkaloid	1.06	0.77	0.93	1.07	0.85
SlFM1998	40	30				C58H95NO29	H+	7.57	1270.6	412.2	1211.1, 1091.0, 605.7, 443.1, 1031.0, 592.8	Esculeoside A	putatively annotated	glycoalkaloid	0.63	0.58	0.61	0.6	0.68
SlFM1999	40	30				C58H95NO29	H+	8.76	1270.61	443	1091.5, 443.1, 606.2, 273.2, 383.2	Lycoperoside F	putatively annotated	glycoalkaloid	0.91	0.61	0.79	0.75	0.91
SlFM2000	40	30				C58H95NO29	H+	7.81	1270.61	443.1	592.4, 1048.6, 1211.7, 1090.7	Lycoperoside F-1	putatively annotated	glycoalkaloid	0.86	0.52	0.71	0.8	0.82
