Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT5G26742,RH3,Unknown,68.335,88.48,74.115,94.46,136.84,125.22
AT5G26751,SK-11,Unknown,66.515,61.59,55.17,70.595,31.71,40.38
AT5G26820,RTS3,Unknown,7.875,15.41,30.195,14.945,42.82,31.5
AT5G26850,AT5G26850,Unknown,62.865,83.015,130.48,127.795,82.45,92.895
AT5G26860,LON_ARA_ARA,Unknown,7.8,7.18,11.05,11.39,21.29,19.165
AT5G26880,AGL26,Unknown,29.14,30.825,51.715,43.68,59.16,65.69
AT5G26970,AT5G26970,Unknown,11.94,6.955,10.245,13.605,6.195,4.52
AT5G27000,KATD,Unknown,1.265,1.51,3.005,2.23,2.22,1.85
AT5G27030,TPR3,Unknown,10.225,10.465,32.14,24.27,19.955,23.52
AT5G27060,RLP53,Unknown,0,0.065,0.27,0.25,0.45,0.665
AT5G27210,Cand8,Unknown,17.5,10.745,11.195,13.235,4.49,5.425
AT5G27270,EMB976,Unknown,2.225,3.565,3.65,3.815,5.06,6.36
AT5G27280,AT5G27280,Unknown,39.515,26.92,12.15,23.035,8.84,10.57
AT5G27290,AT5G27290,Unknown,7.21,9.03,10.465,8.675,16.555,16.13
AT5G27330,AT5G27330,Unknown,17.655,18.335,19.95,21.12,50.81,41.01
AT5G27350,SFP1,Unknown,2.325,1.54,0.535,0.66,1.38,1.225
AT5G27400,AT5G27400,Unknown,2.035,3.935,4,4.49,14.2,15.84
AT5G27630,AtACBP5,Unknown,2.525,5.485,5.09,3.94,7.22,5.585
AT5G27670,HTA7,Unknown,155.11,133.665,258.665,196.695,123.535,152.38
AT5G27680,RECQSIM,Unknown,1.44,2.19,2.94,3.435,4.13,4.33
AT5G27690,AT5G27690,Unknown,0.95,0.975,1.465,0.59,4.65,2.69
AT5G27700,AT5G27700,Unknown,396.73,205.81,179.875,317.265,151.455,134.035
AT5G27730,AT5G27730,Unknown,12.405,22.895,36.5,29.21,48.03,38.31
AT5G27810,AT5G27810,Unknown,1.39,0.305,0,0.095,0,0
AT5G27820,AT5G27820,Unknown,44.53,16.32,12.135,35.155,7.865,7.835
AT5G27830,AT5G27830,Unknown,21.6,14.845,6.945,15.15,6.61,8.085
AT5G27890,AT5G27890,Unknown,0.145,0.45,0.055,0.13,0.145,0.115
AT5G27970,AT5G27970,Unknown,2.825,4.08,6.18,5.905,9.095,8.875
AT5G28000,AT5G28000,Unknown,3.155,3.265,1.285,0.895,1.72,1.22
AT5G28010,AT5G28010,Unknown,0.38,0.38,0,0.475,1.365,1.135
AT5G28020,CYSD2,Unknown,7.275,11.94,2.225,4.46,4.69,5.91
AT5G28030,DES1,Unknown,5.18,6.865,5.195,3.06,19.58,22.705
AT5G28050,GSDA,Unknown,66.48,44.63,35.2,53.185,29.905,29.105
AT5G28237,AT5G28237,Unknown,0.175,0.275,0,0.02,1.57,1.045
AT5G28320,AT5G28320,Unknown,0.345,0.79,1.425,1.465,1.455,2.23
AT5G28370,AT5G28370,Unknown,2.21,3.175,3.56,2.845,5.505,5.355
AT5G28390,AT5G28390,Unknown,2.345,3.49,10.44,7.485,11.98,10.735
AT5G28440,NA,Unknown,0,0.135,0,0.165,0.275,0.27
AT5G28463,AT5G28463,Unknown,0.335,0,0,0.09,0,0
AT5G28490,OBO2,Unknown,19.345,15.93,26.1,29.375,16.205,9.46
AT5G28500,AT5G28500,Unknown,43.835,57.145,37.085,31.495,65.62,64.04
AT5G28540,BIP1,Unknown,79.78,108.3,113.935,112.735,215.91,181.595
AT5G28646,WVD2,Unknown,0.275,1.65,0.235,1.285,0.07,0
AT5G28650,WRKY74,Unknown,1.615,0.165,0.275,0.725,2.565,1.93
AT5G28750,AT5G28750,Unknown,121.865,85.56,66.88,83.995,50.325,61.66
AT5G28770,BZO2H3,Unknown,35.545,28,28.17,63.42,24.16,22.83
AT5G28830,AT5G28830,Unknown,5.625,8.09,6.195,6.225,3.66,3.865
AT5G28910,AT5G28910,Unknown,3.1,3.46,4.22,3.685,6.77,7.095
AT5G35080,OS9,Unknown,28.395,23.645,15.725,32.525,12.17,14.545
AT5G35170,AT5G35170,Unknown,17.185,28.615,32.15,25.775,44.915,38.62
AT5G35200,AT5G35200,Unknown,160.515,176.435,1311.445,654.85,2063.105,1094.565
AT5G35210,PTM,Unknown,7.45,10.8,16.625,13.665,16.09,17.155
AT5G35220,EGY1,Unknown,13.635,13.935,10.24,12.975,22.22,22.2
AT5G35330,MBD2,Unknown,30.035,24.575,21.515,29.45,13.64,14.285
AT5G35370,AT5G35370,Unknown,0.265,0.87,0.375,0.6,1.115,1.325
AT5G35480,AT5G35480,Unknown,1.22,0.535,0.905,0.475,3.86,4.96
AT5G35490,MRU1,Unknown,0.255,0.865,0.48,0.42,1.555,1.975
AT5G35630,GS2,Unknown,171.8,186.05,173.195,132.205,352.03,290.63
AT5G35700,FIM5,Unknown,4.45,3.795,3.005,4.31,6.35,6.755
AT5G35740,AT5G35740,Unknown,5.17,0.57,3.65,2.655,6.04,4.08
AT5G35760,AT5G35760,Unknown,0.94,0.77,1.145,1.025,2.32,1.455
AT5G35770,SAP,AG,4.895,2.805,7.51,4.505,22.275,11.1
AT5G35790,G6PD1,Unknown,31.655,40.06,44.63,54.37,26.925,25.91
AT5G35930,AT5G35930,Unknown,3.115,3.315,8.63,5.02,8.295,7.345
AT5G35940,AT5G35940,Unknown,0,0,0,0,0.28,0.89
AT5G35970,AT5G35970,Unknown,6.235,7.93,10.845,7.655,19.19,18.725
AT5G36160,AT5G36160,Unknown,37.375,28.995,10.31,9.58,25.625,24.515
AT5G36220,CYP91A1,Unknown,0.425,0.495,0.24,0.37,1.435,1.39
AT5G36230,AT5G36230,Unknown,144.52,136.965,100.085,135.66,62.435,75.65
AT5G36260,AT5G36260,Unknown,0.26,0.59,1.02,0.66,1.26,1.045
AT5G36700,PGLP1,Unknown,27.84,41.82,24.275,15.22,31.16,31.68
AT5G36740,AT5G36740,Unknown,2.685,4.18,6.73,5.575,6.695,6.41
AT5G36880,ACS,Unknown,18.965,31.505,34.305,29.9,43.35,43.96
AT5G36980,AT5G36980,Unknown,0.15,0.655,0.745,0.37,2.615,1.61
AT5G37130,AT5G37130,Unknown,28.755,79.555,103.31,87.335,113.68,96.815
AT5G37180,SUS5,Unknown,0,0.205,0.65,0.405,1.43,1.355
AT5G37260,RVE2,Unknown,66.635,51.265,37.05,70.67,22.475,24.765
AT5G37360,AT5G37360,Unknown,11.645,11.12,5.21,7.185,6.765,7.93
AT5G37480,AT5G37480,Unknown,24.255,16.425,5.895,12.395,3.97,4.44
AT5G37540,AT5G37540,AP1_AP3,160.945,206.44,258.225,328.4,67.455,76.395
AT5G37550,AT5G37550,Unknown,3.19,3.06,0.275,1.06,3.445,3.505
AT5G37570,AT5G37570,Unknown,1.005,1.495,1.225,1.14,2.395,2.575
AT5G37590,AT5G37590,Unknown,1.86,4.41,2.145,4.015,5.98,3.25
AT5G37630,EMB2656,Unknown,3.58,4.725,6.775,6.095,7.935,7.8
AT5G37640,UBQ9,Unknown,0.94,0.765,0.07,0.105,0.37,0.31
AT5G37740,AT5G37740,Unknown,8.375,7.35,1.505,3.26,3.015,4.115
AT5G37780,TCH1,Unknown,545.25,516.595,307.955,430.375,266.895,300.77
AT5G37830,OXP1,Unknown,5.81,7.855,10.48,9.66,12.495,13.705
AT5G37860,AT5G37860,Unknown,0,0,0,0.09,0.125,0
AT5G37930,AT5G37930,Unknown,19.535,17.495,11.125,25.28,10.3,9.34
AT5G37980,AT5G37980,Unknown,1.12,2.01,0.225,0.19,1.17,1.41
AT5G38120,4CL8,Unknown,1.275,0.935,0.56,0.825,4.55,5.065
AT5G38140,NF-YC12,Unknown,3.86,3.545,8.585,7.535,7.085,5.025
AT5G38220,AT5G38220,Unknown,17.975,12.42,7.65,15.285,6.9,8.11
AT5G38240,AT5G38240,Unknown,0.21,0.485,0.04,0,0.02,0.02
AT5G38320,AT5G38320,Unknown,0,0,0,0.04,0.195,0
AT5G38420,RBCS2B,Unknown,281.575,375.365,192.055,120.89,616.71,470.22
AT5G38430,RBCS1B,Unknown,211.595,201.615,157.385,85.765,545.37,447.865
AT5G38570,AT5G38570,Unknown,0,0,0,0.06,0,0
AT5G38600,AT5G38600,Unknown,10.3,17.74,16.76,15.595,24.025,23.005
AT5G38780,AT5G38780,Unknown,1.335,1.235,0.48,0.425,0.215,0.205
AT5G38790,AT5G38790,Unknown,0.48,0,0,0.175,0,0
AT5G38895,AT5G38895,Unknown,11.955,10.805,5.425,6.05,4.345,3.43
AT5G38980,AT5G38980,Unknown,186.325,210.49,62.07,68.875,62.855,93.765
AT5G39050,PMAT1,Unknown,25.275,15.45,26.145,18.145,12.46,13.52
AT5G39080,AT5G39080,Unknown,0.725,0.395,0.66,0.545,2.72,3.03
AT5G39210,CRR7,Unknown,8.65,8.445,3.67,5.08,9.855,7.075
AT5G39230,AT5G39230,Unknown,0,0,0,0.095,0,0.43
AT5G39420,cdc2cAt,Unknown,0.085,0.33,0.36,0.19,0.52,0.89
AT5G39510,ZIG1,Unknown,102.75,92.065,70.515,97.49,47.74,57.065
AT5G39530,AT5G39530,Unknown,10.57,14.145,14.815,11.79,27.995,23.555
AT5G39550,VIM3,Unknown,10.045,11.75,24.895,12.775,24.2,20.815
AT5G39600,AT5G39600,Unknown,48.765,31.23,20.28,39.375,16.29,20.475
AT5G39640,AT5G39640,AP3_AG,0.59,0,2.38,0.59,5.095,3.215
AT5G39660,CDF2,AP1_AP3,16.13,21.515,11.655,14.435,5.275,5.73
AT5G39770,AT5G39770,AP3,3.865,2.68,8.115,6.565,6.83,4.395
AT5G39790,AT5G39790,Unknown,3.32,3.195,4.74,4.245,6.585,6.545
AT5G39830,DEGP8,Unknown,14.985,20.12,21.995,16.785,32.155,30.42
AT5G39840,AT5G39840,Unknown,3.195,4.78,4.775,4.04,8.415,9.285
AT5G39850,AT5G39850,Unknown,74.865,58.11,20.86,44.035,21.6,25.95
AT5G39860,PRE1,Unknown,2.88,3.28,0.32,2.325,0.69,0.475
AT5G39950,TRXH2,Unknown,123.76,119.33,59.065,98.485,64.275,64.38
AT5G40160,EMB506,Unknown,14.625,11.52,5.66,8.885,6.81,7.325
AT5G40170,RLP54,Unknown,4.815,5.09,2.355,3.325,2.29,2.99
AT5G40190,AT5G40190,Unknown,41.57,25.965,19.28,36.265,10.075,10.025
AT5G40260,SWEET8,Unknown,0,0,0,0,0.1,0
AT5G40330,MYB23,Unknown,0,0.31,0.07,0.105,0.67,0.4
AT5G40370,GRXC2,Unknown,259.18,146.07,58.28,151.53,58.545,78.655
AT5G40390,SIP1,Unknown,3.47,3.635,8.24,4.995,5.845,6.39
AT5G40451,NA,Unknown,0,0.48,0,0.065,0.21,0.32
AT5G40480,EMB3012,Unknown,4.425,5.9,9.29,9.49,15.085,14.23
AT5G40670,AT5G40670,Unknown,22.335,20.55,11.835,16.705,10.62,10.9
AT5G40680,AT5G40680,Unknown,0,0,0,0.03,0.16,0
AT5G40690,AT5G40690,Unknown,8.975,8.11,1.29,1.57,2.135,1.705
AT5G40740,AUG6,Unknown,11.525,13.505,24.98,17.805,14.92,14.66
AT5G40820,ATRAD3,Unknown,0.38,0.59,1.07,1.12,1.11,1.06
AT5G40900,AT5G40900,Unknown,0,0,0,0,0.1,0
AT5G40950,RPL27,Unknown,109.585,89.02,53.885,87.415,57.99,51.15
AT5G40980,AT5G40980,Unknown,1.34,1.02,2.255,2.105,4.035,5.015
AT5G41050,AT5G41050,Unknown,8.11,4.835,3.12,11.28,2.62,2.93
AT5G41071,AT5G41071,Unknown,0,0,0.665,0.375,0.355,0
AT5G41100,AT5G41100,Unknown,11.31,14.74,30.035,21.02,21.415,13.52
AT5G41130,AT5G41130,Unknown,0.82,2.055,1.89,1.875,3.4,3.55
AT5G41140,AT5G41140,AG,3.75,5.44,6.285,6.835,11.44,11.975
AT5G41190,NOB1,Unknown,19.875,26.26,40.915,31.285,42.55,39.84
AT5G41210,GSTT1,Unknown,86.32,52.54,30.055,64.02,19.1,23.67
AT5G41315,MYC6.2,Unknown,0.4,0.515,0.18,0.37,0.85,1.785
AT5G41320,AT5G41320,Unknown,1.99,1.595,1.59,1.805,0.825,0.64
AT5G41340,UBC4,Unknown,67.375,53.81,28.62,45.695,22.065,27.05
AT5G41380,AT5G41380,AP1_AP3,1.52,0.615,0.97,1.385,0.235,0.25
AT5G41400,AT5G41400,Unknown,12.53,7.985,3.115,2.595,3.47,5.72
AT5G41410,BEL1,Unknown,1.57,2,1.835,0.725,5.565,5.05
AT5G41540,AT5G41540,Unknown,0,0,0,0.01,0.08,0.01
AT5G41560,AT5G41560,Unknown,54.04,37.06,28.685,35.655,18.135,19.915
AT5G41580,AT5G41580,Unknown,10.9,12.225,25.3,15.315,14.735,12.155
AT5G41612,NA,Unknown,2.3,4.095,4.715,4.105,4.07,3.25
AT5G41670,AT5G41670,Unknown,28.435,34.445,49.96,37.81,57.97,59.29
AT5G41685,AT5G41685,Unknown,285.155,139.48,109.405,147.215,57.245,68.88
AT5G41800,AT5G41800,Unknown,0.045,0.215,0.045,0.135,0.385,0.535
AT5G41810,AT5G41810,Unknown,19.825,29.67,17.565,17.15,10.605,8.515
AT5G41860,AT5G41860,Unknown,3.46,4.49,6.645,6.065,11.02,8.405
AT5G41910,MED10A,Unknown,10.15,6.145,4.79,6.205,3.35,2.715
AT5G41960,AT5G41960,Unknown,17.75,13.535,19.245,12.595,9.01,11.38
AT5G42000,AT5G42000,Unknown,51.055,28.355,31.76,36.32,19.155,16.955
AT5G42020,BIP2,Unknown,126.235,146.39,146.955,144.15,378.045,240.37
AT5G42030,ABIL4,Unknown,52.22,40.58,20.55,46.55,19.265,24.195
AT5G42110,AT5G42110,Unknown,9.665,5.45,13.7,8.35,18.725,21.8
AT5G42220,AT5G42220,Unknown,19.16,23.795,39.72,29.84,33.555,28.265
AT5G42270,VAR1,Unknown,35.835,52.635,47,40.005,86.105,91.77
AT5G42290,AT5G42290,Unknown,1.44,3.495,0.1,2.1,0.44,0.47
AT5G42300,UBL5,Unknown,465.415,432.755,162.475,281.79,164.545,209.95
AT5G42390,SPP,Unknown,6.9,11.83,12.38,11.83,19.235,18.79
AT5G42400,SDG25,Unknown,1.915,3.11,3.635,4.85,4.925,4.985
AT5G42500,AT5G42500,Unknown,5.03,2.7,0.895,1.13,0.52,1.165
AT5G42530,AT5G42530,Unknown,448.76,306.965,90.33,102.795,124.44,178.34
AT5G42570,AT5G42570,Unknown,64.97,55.485,37.485,52.66,30.415,34.89
AT5G42690,AT5G42690,Unknown,0.315,0.1,0.18,0.44,0.595,1.23
AT5G42820,U2AF35B,Unknown,53.12,60.31,89.12,81.72,128.39,122.5
AT5G42850,AT5G42850,Unknown,107.1,67.23,34.865,62.865,38.1,31.53
AT5G42860,AT5G42860,Unknown,3.76,2.565,0.32,0.525,2.775,1.98
AT5G42890,SCP2,AP1,170.525,105.945,53.65,88.505,36.84,47.265
AT5G42900,COR27,Unknown,24.42,22.64,31.3,37.01,10.6,13.39
AT5G42950,AT5G42950,Unknown,10.52,21.705,33.93,29.565,26.35,28.29
AT5G42980,TRXH3,Unknown,938.16,840.585,601.45,601.895,459.445,412
AT5G42990,UBC18,Unknown,64.96,47.58,27.88,63.365,21.005,26.39
AT5G43070,WPP1,Unknown,33.775,21.885,19.705,35.13,10.475,9.29
AT5G43100,AT5G43100,Unknown,7.715,12.85,17.245,11.475,19.52,19.21
AT5G43150,AT5G43150,Unknown,19.405,18.59,16.79,11.165,9.52,17.4
AT5G43260,AT5G43260,Unknown,29.375,29.815,16.135,16.425,12.31,14.45
AT5G43270,SPL2,AP1,28.35,30.52,8.3,13.52,8.685,11.795
AT5G43330,c-NAD-MDH2,Unknown,7.095,3.975,1.51,1.925,5.665,3.445
AT5G43430,ETFBETA,Unknown,37.4,25.79,14.61,35.95,12.19,14.58
AT5G43440,AT5G43440,Unknown,0.145,0,0.215,0.075,0.435,0.105
AT5G43530,AT5G43530,Unknown,0.37,0.68,1.845,1.235,3.635,3.665
AT5G43560,AT5G43560,Unknown,9.95,13.07,20.335,14.33,19.605,19.88
AT5G43630,TZP,Unknown,3.82,6.065,7.67,7.9,11.285,11.945
AT5G43750,PnsB5,Unknown,22.98,23.515,12.8,11.39,41.01,45.73
AT5G43760,KCS20,Unknown,50.945,82.16,140.75,73.62,118.5,108.84
AT5G43780,APS4,AP1_AP3,57.71,54.175,48.205,53.11,22.23,26.27
AT5G43840,HSFA6A,AP1_AP3,6.61,9.95,2.01,8.74,0.04,0.355
AT5G43850,ATARD4,Unknown,100.12,72.61,36.265,64.925,23.79,29.075
AT5G43870,AT5G43870,AG,4.855,6.565,8.85,6.2,12.09,14.585
AT5G43900,XI-6,Unknown,1.58,4.06,4.475,3.695,6.03,6.85
AT5G43970,TOM9-2,Unknown,98.195,69.875,74.29,54.41,35.48,29.43
AT5G44005,AT5G44005,Unknown,5.575,2.995,0.59,1.72,1.74,1.5
AT5G44030,NWS2,AP3_AG,0.87,0.85,2.28,1.735,3.365,2.81
AT5G44050,AT5G44050,Unknown,0.045,0.07,0.08,0.02,0.3,0.33
AT5G44060,AT5G44060,Unknown,16.895,16.64,43.195,18.8,17.445,16.325
AT5G44130,FLA13,Unknown,1.29,0.935,0.965,0.595,7.685,5.895
AT5G44180,RLT2,Unknown,8.34,12.955,25.47,21.685,33.19,33.28
AT5G44190,GPRI2,Unknown,19.875,24.355,12.32,14.77,28.345,29.015
AT5G44310,AT5G44310,Unknown,0.175,0.2,0.05,0.075,0,0
AT5G44400,AT5G44400,Unknown,0.81,0.655,0.52,0.07,1.42,2.415
AT5G44410,AT5G44410,AP1,3.645,2.89,1.37,1.305,1.17,1.62
AT5G44480,DUR,Unknown,0.055,0,0,0.08,0.275,0.605
AT5G44510,TAO1,Unknown,0.755,1.26,1.85,1.965,2.565,2.85
AT5G44530,AT5G44530,Unknown,0.88,1.445,1.635,1.17,3.32,3.615
AT5G44540,AT5G44540,Unknown,0,0,1.215,0.185,0,0
AT5G44550,AT5G44550,Unknown,0.22,0.225,0,0.04,0.495,0.54
AT5G44572,AT5G44572,AP1,14.95,11.595,2.26,1.46,1.4,1.3
AT5G44580,AT5G44580,Unknown,71.105,69.125,14.065,6.725,23,29.91
AT5G44610,PCAP2,Unknown,0.87,0.845,0,0.595,0,0.045
AT5G44620,CYP706A3,Unknown,326.355,269.785,396.47,346.82,183.74,228.875
AT5G44670,GALS2,Unknown,49.31,45.695,45.615,48.325,22.22,32.265
AT5G44680,AT5G44680,AP1,17.335,16.59,3.33,6.855,4.325,3.695
AT5G44700,GSO2,Unknown,0.185,0.37,0.58,0.94,0.255,0.52
AT5G44730,AT5G44730,Unknown,33.765,29.495,22.94,34.28,16.62,15.845
AT5G45110,NPR3,Unknown,7.615,12.53,14.89,14.385,11.63,7.12
AT5G45130,RHA1,Unknown,110.14,97.665,71.08,101.425,49.805,56.145
AT5G45140,NRPC2,Unknown,3.8,4.705,7.26,7.69,10.765,10.03
AT5G45310,AT5G45310,AP1_AP3,6.195,7.08,1.165,3.345,0.275,0.305
AT5G45400,RPA70C,Unknown,3.595,4.73,7.285,5.79,8.575,8.4
AT5G45440,AT5G45440,Unknown,4.54,5.64,2.57,4.055,2.985,2.265
AT5G45520,AT5G45520,Unknown,0.375,0.49,0.82,0.6,2.21,1.815
AT5G45530,AT5G45530,Unknown,0.06,0.045,0.03,0.205,0.67,2.02
AT5G45540,AT5G45540,Unknown,0.12,0.04,0.205,0.105,0.44,0.415
AT5G45550,MOB1-like,Unknown,33.035,20.035,10.835,20.34,7.665,8.86
AT5G45560,AT5G45560,Unknown,3.19,5.125,6.71,5.18,8.605,6.34
AT5G45580,AT5G45580,Unknown,1.97,0.525,0.875,0.45,2.295,2.03
AT5G45590,AT5G45590,Unknown,34.055,20.045,16.31,26.025,12.45,10.52
AT5G45820,SnRK3.6,Unknown,0,0,0,0.02,0.19,0.32
AT5G45830,GSQ5,Unknown,2.15,1.9,0.9,0.325,0.59,0.98
AT5G45860,RCAR5,Unknown,6.115,2.865,3.29,2.675,3.16,7.435
AT5G45920,AT5G45920,Unknown,8.94,15.79,27.26,33.4,5.17,7.72
AT5G45940,NUDX11,AP1_AP3,26.235,24.19,13.325,24.265,6.415,10.03
AT5G46040,AT5G46040,Unknown,0,0,0,0.08,0,0
AT5G46050,PTR3,Unknown,1.06,1.33,0.36,0.72,0.32,0.495
AT5G46070,AT5G46070,Unknown,11.955,13.76,19.48,21.315,24.72,26.385
AT5G46115,AT5G46115,Unknown,0,0,0,0,0.465,0.645
AT5G46170,AT5G46170,Unknown,16.23,23.225,12.465,21.22,14.13,8.765
AT5G46180,DELTA-OAT,Unknown,22,20.3,11.05,19.305,7.925,10.035
AT5G46250,LARP6a,Unknown,30.965,45.635,78.59,53.07,82.06,78.65
AT5G46270,AT5G46270,Unknown,0.415,0.965,0.805,0.615,1.11,1.42
AT5G46410,SSP4,Unknown,8.11,11.225,10.69,12.185,5.26,5.89
AT5G46500,AT5G46500,Unknown,1.69,2.845,3.64,2.895,8.005,4.06
AT5G46510,VICTL,Unknown,0.07,0,0.055,0.095,0.13,0.17
AT5G46520,VICTR,Unknown,0.205,0.29,0.28,0.325,0.62,0.6
AT5G46560,AT5G46560,Unknown,6.835,6.445,3.99,7.755,4.175,3.66
AT5G46690,bHLH071,Unknown,18.91,23.84,11.69,27.225,9.825,8.93
AT5G46700,TRN2,Unknown,52.78,31.83,15.345,34.595,13.005,15.39
AT5G46780,AT5G46780,Unknown,30.925,19.215,10.685,14.915,15.36,11.71
AT5G46800,BOU,Unknown,16.58,13.045,25.61,15.965,33.395,33.85
AT5G46830,NIG1,Unknown,0.3,0.46,0.045,0.095,0.55,0.99
AT5G46860,VAM3,Unknown,51.44,45.625,40.22,49.48,23.25,24.65
AT5G46870,AT5G46870,Unknown,3.315,3.285,1.505,2.22,1.615,1.81
AT5G46880,HDG5,Unknown,10.915,13.71,37.665,23.125,32.76,23.445
AT5G47010,UPF1,Unknown,16.94,23.165,38.715,26.965,34.81,37.37
AT5G47050,AT5G47050,Unknown,2.465,2.835,2.13,2.185,5.715,4.595
AT5G47120,BI1,Unknown,93.915,142.62,63.05,83.1,73.1,45.74
AT5G47150,AT5G47150,Unknown,0.835,0.205,0.19,1.07,0.365,1.715
AT5G47200,RAB1A,Unknown,139.55,96.995,68.435,96.16,50.605,54.46
AT5G47310,AT5G47310,Unknown,62.85,43.125,51.295,54.83,27.9,31.9
AT5G47330,AT5G47330,Unknown,1.2,1.775,4.845,2.46,3.425,4.99
AT5G47370,HAT2,Unknown,58.615,60.575,48.575,70.23,24.73,29.47
AT5G47390,MYBH,AP1_AP3,40.055,46.93,42.605,43.55,15.67,21.22
AT5G47410,NA,Unknown,13.73,14.82,20.91,19.395,23.875,31.135
AT5G47435,AT5G47435,Unknown,8.84,8.265,13.22,15.045,23.74,21.545
AT5G47440,AT5G47440,Unknown,0.29,0.205,0.945,0.41,0.88,0.85
AT5G47455,AT5G47455,Unknown,26.825,12.71,14.54,19.46,9.435,10.145
AT5G47480,MAG5,Unknown,9.48,16.155,24.6,17.705,24.44,25.52
AT5G47490,AT5G47490,Unknown,2.595,3.82,5.78,4.955,6.915,6.89
AT5G47500,PME5,Unknown,70.695,107.62,173.29,130.84,203.215,193.395
AT5G47590,AT5G47590,AP3_AG,11.36,24.725,43.435,63,41.73,81.94
AT5G47600,AT5G47600,AP3_AG,178.34,154.17,690.54,621.61,423.04,853.215
AT5G47660,AT5G47660,Unknown,23.255,25.89,45.79,32.645,54.525,47.945
AT5G47700,AT5G47700,Unknown,559.07,358.77,628.005,544.405,1030.73,813.805
AT5G47720,AACT1,Unknown,16.545,22.485,11.36,9.875,10.265,10.915
AT5G47820,FRA1,Unknown,9.105,16.645,20.06,17.795,19.48,21.315
AT5G47850,CCR4,Unknown,0.03,0,0.245,0.06,0.51,0.03
AT5G47930,AT5G47930,Unknown,459.01,344.2,298.05,353.015,220.7,230.685
AT5G47980,AT5G47980,Unknown,0,0,0.255,0,0,0
AT5G48060,AT5G48060,Unknown,0.105,0.295,0.17,0.215,0.88,1.08
AT5G48090,ELP1,Unknown,2.53,4.535,6.905,5.98,5.575,6.4
AT5G48100,TT10,Unknown,0,0,0,0,0.115,0
AT5G48310,AT5G48310,Unknown,2.825,2.53,3.2,4.845,5.755,6.22
AT5G48360,AT5G48360,Unknown,55.015,59.48,124.455,86.83,74.975,78.415
AT5G48375,TGG3,Unknown,0,0,0,0,0.025,0.09
AT5G48390,ATZIP4,Unknown,0.2,0.505,0.42,0.48,1.095,0.805
AT5G48480,AT5G48480,AP3,1608.215,1198.89,1960.46,1695.72,844.96,807.11
AT5G48530,AT5G48530,Unknown,1.36,1.685,2,3.33,2.8,2.435
AT5G48540,AT5G48540,Unknown,6.415,5.595,2.645,5.36,2.22,2.505
AT5G48590,AT5G48590,Unknown,14.745,11.355,5.9,13.07,6.665,7.635
AT5G48600,SMC3,Unknown,8.715,11.105,20.96,14.645,17.835,17.35
AT5G48630,AT5G48630,Unknown,16.315,9.07,7.725,13.585,6.19,7.005
AT5G48655,AT5G48655,Unknown,27.42,17.205,23.645,24.595,11.965,12.37
AT5G48820,KRP3,Unknown,44.11,30.295,36.235,64.705,25.985,37.91
AT5G48850,ATSDI1,Unknown,1.305,2.22,0.38,0.825,7.76,9.11
AT5G48900,AT5G48900,Unknown,9.98,8.55,11.355,11.645,8.125,5.735
AT5G49030,OVA2,Unknown,6.91,7.65,7.015,7.825,16.8,16.335
AT5G49120,AT5G49120,AP1,32.7,30.295,11.7,14.56,9.47,10.78
AT5G49160,METI,Unknown,7.58,10.17,21.01,12.595,26.6,28.8
AT5G49170,AT5G49170,Unknown,6.69,3.46,2.415,4.675,0.895,0.835
AT5G49280,AT5G49280,AP1,77.58,68.75,46.42,31.59,31.88,20.555
AT5G49320,AT5G49320,Unknown,0.625,1.555,2.505,0.765,3.61,2.87
AT5G49430,AT5G49430,Unknown,2.715,4.645,5.735,5.425,6.445,7.115
AT5G49448,CPuORF4,Unknown,8.275,4.35,8.295,12.835,2.81,2.825
AT5G49450,bZIP1,Unknown,8.275,4.35,8.295,12.835,2.81,2.825
AT5G49470,AT5G49470,Unknown,3.105,3.945,8.215,6.55,12.28,12.53
AT5G49480,CP1,AP1,43.51,22.845,12.54,15.175,15.58,9.78
AT5G49510,PFD3,Unknown,89.58,64.425,51.585,80.315,38.11,41.58
AT5G49525,AT5G49525,AP1_AP3,2.12,2.335,1.385,1.605,0.66,0.4
AT5G49560,AT5G49560,Unknown,8.44,4.545,12.295,11.995,10.855,6.265
AT5G49630,AAP6,Unknown,38.09,35.425,17.34,7.84,27.51,27.085
AT5G49660,XIP1,Unknown,0.84,1.37,0.32,0.635,2.5,2.455
AT5G49665,AT5G49665,Unknown,3.71,4.74,13.725,7.785,14.3,11.515
AT5G49680,AT5G49680,Unknown,0.175,0.325,0.605,0.46,0.7,0.605
AT5G49700,AHL17,Unknown,18.02,16.875,83.82,44.585,11.09,5.655
AT5G49710,AT5G49710,Unknown,34.58,28.72,21.995,30.995,15.215,17.405
AT5G49730,FRO6,Unknown,6.5,10.725,12.1,5.025,19.985,23.095
AT5G49740,FRO7,Unknown,7.915,12.875,11.215,6.705,17.675,23.245
AT5G49770,AT5G49770,Unknown,0.725,0.965,0.61,0.36,1.315,1.03
AT5G49920,AT5G49920,Unknown,0.465,2.57,1.845,3.245,9.99,1.17
AT5G49930,emb1441,Unknown,5.79,8.875,9.595,9.365,13.43,16.805
AT5G49940,NFU2,Unknown,122.47,99.725,53.74,77.34,42.495,54.73
