Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
GRMZM2G176253	4	0.876238695	--	--	--	Uncharacterized protein
GRMZM2G396483	4	0.876165092	--	--	--	Putative uncharacterized protein
GRMZM2G155998	4	0.875853237	--	--	--	Uncharacterized protein
GRMZM2G334162	4	0.875734308	--	--	--	-
GRMZM2G570732	4	0.874265242	--	--	--	-
GRMZM2G703821	4	0.874180348	--	--	--	-
GRMZM2G053726	4	0.873558703	--	--	--	Uncharacterized protein
GRMZM2G384439	4	0.8735325	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein
GRMZM2G143591	4	0.873275475	--	--	--	-
GRMZM2G068091	4	0.872955735	--	--	--	Uncharacterized protein
GRMZM2G121458	4	0.872952301	--	--	--	Uncharacterized protein
GRMZM2G179257	4	0.872724654	--	--	--	-
GRMZM2G141510	4	0.871446025	--	--	--	Uncharacterized protein
AC206989.4_FG002	4	0.871345007	--	--	--	-
GRMZM2G386985	4	0.871313481	--	--	--	-
GRMZM2G348850	4	0.871262611	--	--	--	-
AC225718.2_FG006	4	0.870864691	--	--	--	EF-hand Ca2+-binding protein CCD1
GRMZM2G467370	4	0.870268412	--	--	--	Uncharacterized protein
GRMZM2G362693	4	0.870238998	--	--	--	-
GRMZM2G066720	4	0.870191602	--	--	--	-
GRMZM2G031177	4	0.869474288	--	--	--	Uncharacterized protein
GRMZM2G080567	4	0.869429714	--	--	--	Putative uncharacterized protein
AC196465.3_FG007	4	0.868588778	--	--	--	-
GRMZM2G171187	4	0.868572038	--	--	--	Uncharacterized protein
GRMZM2G050384	4	0.868498059	--	--	--	Uncharacterized protein
GRMZM2G032977	4	0.868212471	--	--	--	Nuclease PA3; Uncharacterized protein
GRMZM2G152114	4	0.867620705	--	--	--	-
GRMZM2G089638	4	0.867418745	--	TCP	ZmTCP31	-
GRMZM2G518271	4	0.866964778	--	--	--	-
GRMZM2G141219	4	0.866879489	--	AP2-EREBP	ZmEREB143	Uncharacterized protein
GRMZM2G473258	4	0.866875355	--	--	--	Uncharacterized protein
GRMZM2G177984	4	0.866848586	--	--	--	Uncharacterized protein
GRMZM5G859017	4	0.866503992	--	--	--	-
GRMZM5G854604	4	0.866370479	--	--	--	Uncharacterized protein
GRMZM2G479665	4	0.865554528	--	Orphans	ZmOrphan67	Uncharacterized protein
GRMZM2G000158	4	0.865210196	--	--	--	Uncharacterized protein
GRMZM2G054252	4	0.865125064	--	NAC	ZmNAC48	NAC domain-containing protein 68
GRMZM2G042313	4	0.864293479	--	--	--	-
GRMZM2G128268	4	0.863819136	--	--	--	Uncharacterized protein
GRMZM2G070523	4	0.862446591	--	MYB	ZmMYB129	Uncharacterized protein
GRMZM2G054803	4	0.862386602	--	--	--	Uncharacterized protein
AC217264.3_FG005	4	0.86228556	--	MYB	ZmMYB58	-
GRMZM2G145895	4	0.861614771	--	--	--	Uncharacterized protein
GRMZM2G134613	4	0.861291312	ATG8D	--	--	Autophagy 8e variant 1Autophagy-protein 8 isoform 1; Autophagy 8e variant 1Autophagy-protein 8 isoform 2; Autophagy 8e variant 1Autophagy-protein 8 isoform 3; Autophagy-related 8d variant 1; Autophagy-related protein 8
GRMZM5G879707	4	0.861184824	--	--	--	-
GRMZM5G885515	4	0.861134692	--	--	--	-
GRMZM2G118303	4	0.861045445	--	--	--	Uncharacterized protein
GRMZM2G334165	4	0.860525231	--	--	--	Uncharacterized protein
GRMZM2G568454	4	0.859881033	--	--	--	-
GRMZM2G007256	4	0.859874546	--	--	--	Adhesive/proline-rich protein; Uncharacterized protein
GRMZM2G474783	4	0.859493553	--	--	--	-
GRMZM2G147475	4	0.859222685	--	--	--	Uncharacterized protein
GRMZM2G091857	4	0.858627455	--	--	--	-
GRMZM2G077837	4	0.858363706	--	--	--	Peroxisomal membrane protein PEX11-1 isoform 1; Peroxisomal membrane protein PEX11-1 isoform 2; Peroxisomal membrane protein PEX11-1 isoform 3; Peroxisomal membrane protein PEX11-1 isoform 4; Uncharacterized protein
GRMZM2G410184	4	0.858247246	--	--	--	-
GRMZM2G094707	4	0.858074061	--	--	--	-
GRMZM2G570733	4	0.857878318	--	--	--	-
GRMZM2G373272	4	0.857009648	--	--	--	-
GRMZM2G054163	4	0.855378216	ATP9	--	--	ATP synthase subunit 9, mitochondrial
GRMZM2G486757	4	0.855375897	--	--	--	-
GRMZM2G035217	4	0.85530976	--	--	--	-
GRMZM2G145041	4	0.855174115	MYBE1	MYB-related	ZmMYBR96	Uncharacterized protein
GRMZM2G427672	4	0.854495279	--	--	--	Uncharacterized protein
GRMZM2G101080	4	0.854314815	--	--	--	Uncharacterized protein
GRMZM2G029486	4	0.854197969	--	--	--	Ras-related protein Rab11A; Uncharacterized protein
GRMZM2G029888	4	0.854025402	--	--	--	-
GRMZM2G147390	4	0.85384935	--	--	--	Uncharacterized protein
GRMZM2G057243	4	0.853766007	CCD1	--	--	9,10-9,10 carotenoid cleavage dioxygenase 1; Uncharacterized protein; White cap1
GRMZM2G052467	4	0.853391633	--	--	--	Putative uncharacterized protein
GRMZM5G879064	4	0.852627993	--	--	--	Uncharacterized protein
GRMZM2G025649	4	0.852616977	--	--	--	-
GRMZM2G523275	4	0.852441295	--	--	--	-
GRMZM5G809743	4	0.852349411	--	--	--	Uncharacterized protein
GRMZM2G178741	4	0.850936146	--	Homeobox	ZmHB22	Putative homeobox DNA-binding and leucine zipper domain family protein; Uncharacterized protein
AC210157.3_FG001	4	0.85016643	--	--	--	-
GRMZM2G081930	4	0.849267677	--	NAC	ZmNAC36	NAC domain-containing protein 21/22
GRMZM2G317738	4	0.849011088	--	--	--	-
GRMZM5G869871	4	0.848719213	--	--	--	-
GRMZM2G008064	4	0.847679927	--	--	--	Uncharacterized protein
GRMZM2G144376	4	0.847678453	--	--	--	-
GRMZM2G171942	4	0.847458658	--	C3H	ZmC3H37	Uncharacterized protein
GRMZM2G317033	4	0.847235815	--	--	--	-
GRMZM2G033787	4	0.846640692	--	--	--	Phosphatase; Uncharacterized protein
GRMZM2G413006	4	0.846596251	--	--	--	Xyloglucan endotransglucosylase/hydrolase protein 23
GRMZM2G164308	4	0.846436215	--	--	--	ABA-induced protein; ABA-induced protein isoform 1; ABA-induced protein isoform 2
GRMZM5G805307	4	0.846020555	--	--	--	-
GRMZM2G137174	4	0.845328753	--	--	--	Uncharacterized protein
AC212772.3_FG002	4	0.845183823	--	--	--	-
GRMZM2G102860	4	0.844694425	--	--	--	Uncharacterized protein
GRMZM2G152140	4	0.844287928	--	--	--	Putative uncharacterized protein
GRMZM2G082500	4	0.843645007	--	--	--	-
GRMZM2G147631	4	0.8431696	--	--	--	-
GRMZM2G159641	4	0.841930461	--	--	--	Uncharacterized protein
GRMZM2G008279	4	0.841892852	--	--	--	-
GRMZM2G092733	4	0.841705635	--	--	--	-
GRMZM5G859194	4	0.841507618	--	--	--	-
GRMZM2G021560	4	0.840829805	ZCN25	--	--	ZCN25
GRMZM2G076826	4	0.840727201	ATG8C	--	--	Autophagy 8b variant 1Autophagy-8c variant 1Autophagy-related protein 8 isoform 1; Autophagy 8b variant 1Autophagy-8c variant 1Autophagy-related protein 8 isoform 2; Autophagy 8b variant 1Autophagy-8c variant 1Autophagy-related protein 8 isoform 3; Autophagy 8b variant 1Autophagy-8c variant 1Autophagy-related protein 8 isoform 4; Autophagy 8b variant 1Autophagy-8c variant 1Autophagy-related protein 8 isoform 5; Autophagy-related 8b variant 1; Autophagy-related 8c variant 1; Autophagy-related protein 8; Uncharacterized protein
GRMZM2G005000	4	0.840720487	--	--	--	Uncharacterized protein
AC191361.4_FG004	4	0.839942241	--	--	--	-
GRMZM2G152461	4	0.839531469	--	--	--	Uncharacterized protein
GRMZM2G091964	4	0.838969328	--	CCAAT-HAP2	ZmCA2P16	Nuclear transcription factor Y subunit A-1; Uncharacterized protein
GRMZM2G127635	4	0.83873954	--	--	--	Uncharacterized protein
GRMZM2G109643	4	0.83838884	--	--	--	-
GRMZM2G137421	4	0.837533069	--	--	--	Uncharacterized protein
GRMZM5G860223	4	0.836646992	--	--	--	-
GRMZM2G509478	4	0.836609049	--	--	--	-
GRMZM2G137864	4	0.836464054	--	--	--	Putative uncharacterized protein
GRMZM2G122762	4	0.836463732	--	--	--	-
GRMZM2G022782	4	0.836411992	--	--	--	Uncharacterized protein
AC203220.3_FG002	4	0.836279331	--	--	--	-
GRMZM2G038388	4	0.836277172	--	--	--	Uncharacterized protein
GRMZM2G157912	4	0.83602245	--	--	--	-
GRMZM5G823690	4	0.83561319	--	--	--	-
GRMZM2G493026	4	0.835499344	--	--	--	-
GRMZM2G073584	4	0.835196823	--	--	--	-
GRMZM2G009804	4	0.834672399	--	--	--	-
GRMZM2G479347	4	0.833569371	--	--	--	-
GRMZM2G078820	4	0.833567092	--	MYB	ZmMYB158	MYB transcription factor TaMYB1; Putative MYB DNA-binding domain superfamily protein; Uncharacterized protein
GRMZM2G366389	4	0.832833274	--	--	--	-
GRMZM5G885126	4	0.832266107	--	--	--	Uncharacterized protein
GRMZM2G045720	4	0.831691357	--	--	--	Eukaryotic peptide chain release factor subunit 1-1
GRMZM2G108766	4	0.831651915	TUBB3	--	--	Tubulin beta-3 chain
GRMZM2G048551	4	0.831419625	--	--	--	RNA binding protein
GRMZM2G021035	4	0.831178311	--	--	--	-
GRMZM2G083539	4	0.83101108	--	--	--	-
GRMZM2G085711	4	0.830953734	--	--	--	Putative apyrase family protein; Uncharacterized protein
GRMZM5G809586	4	0.830948973	--	--	--	-
GRMZM2G157202	4	0.830790654	--	--	--	-
GRMZM2G006676	4	0.830674412	--	--	--	Putative uncharacterized protein
GRMZM2G102965	4	0.830426254	--	--	--	-
GRMZM2G129450	4	0.830272659	--	--	--	-
GRMZM2G126742	4	0.829475102	--	--	--	Uncharacterized protein
GRMZM2G130224	4	0.829408127	--	--	--	-
GRMZM2G098996	4	0.828766329	--	--	--	-
GRMZM2G024576	4	0.828597818	--	--	--	Uncharacterized protein
GRMZM2G138752	4	0.828371013	--	--	--	Uncharacterized protein
GRMZM2G179476	4	0.828353331	--	--	--	-
GRMZM2G082007	4	0.82805207	--	--	--	Caffeic acid 3-O-methyltransferase; Uncharacterized protein
GRMZM2G119272	4	0.827847709	--	--	--	-
GRMZM2G009387	4	0.827828749	--	--	--	Uncharacterized protein
GRMZM2G098015	4	0.827697247	--	--	--	Uncharacterized protein
GRMZM5G826252	4	0.827044268	--	--	--	-
GRMZM2G066514	4	0.826975382	--	--	--	Uncharacterized protein
GRMZM2G092793	4	0.825624073	--	--	--	Sialin
GRMZM2G354209	4	0.82560789	--	--	--	Uncharacterized protein
GRMZM2G311232	4	0.825169331	--	--	--	-
GRMZM5G840740	4	0.825107086	--	--	--	-
GRMZM2G099862	4	0.823710528	GRF2	GRF	ZmGRF15	Uncharacterized protein
AC194611.3_FG003	4	0.821950357	--	--	--	-
GRMZM2G130018	4	0.821044444	--	--	--	Putative snRK/SAPK family protein kinase; Uncharacterized protein
GRMZM2G076260	4	0.820993746	--	--	--	-
GRMZM2G000576	4	0.820230236	--	--	--	Uncharacterized protein
GRMZM2G109595	4	0.819381314	--	--	--	Uncharacterized protein
GRMZM2G171304	4	0.818911489	--	--	--	-
GRMZM2G153821	4	0.817997863	--	--	--	-
GRMZM2G020840	4	0.81779433	--	--	--	Uncharacterized protein
AC194898.3_FG003	4	0.817593783	--	--	--	Uncharacterized protein
GRMZM2G702963	4	0.817257198	--	--	--	-
GRMZM2G050641	4	0.817189764	--	--	--	Diacylglycerol O-acyltransferase 1; Uncharacterized protein
GRMZM2G041269	4	0.817178736	--	--	--	Uncharacterized protein
GRMZM2G090029	4	0.817082961	--	--	--	Uncharacterized protein
GRMZM2G479018	4	0.816719041	--	--	--	-
GRMZM2G020146	4	0.816468588	--	--	--	Uncharacterized protein
GRMZM2G116514	4	0.815848095	--	--	--	Uncharacterized protein
GRMZM5G871212	4	0.814533564	--	--	--	Uncharacterized protein
GRMZM2G123541	4	0.814152427	--	--	--	-
AC225309.2_FG003	4	0.813941168	--	--	--	-
GRMZM2G019777	4	0.811757983	--	--	--	Uncharacterized protein
GRMZM5G897837	4	0.810376819	--	--	--	Uncharacterized protein
GRMZM2G170342	4	0.809961397	--	--	--	Uncharacterized protein
GRMZM2G551597	4	0.809616546	--	--	--	-
GRMZM2G477503	4	0.809573972	--	--	--	Uncharacterized protein
GRMZM2G304178	4	0.80901898	--	--	--	-
GRMZM2G425482	4	0.808961015	--	--	--	Uncharacterized protein
GRMZM2G317262	4	0.808393902	--	--	--	Uncharacterized protein
GRMZM2G303342	4	0.807818638	--	--	--	-
GRMZM2G001991	4	0.807622609	--	--	--	Dihydroflavonol-4-reductase; Uncharacterized protein
GRMZM5G858197	4	0.807537321	--	bZIP 	ZmbZIP95	BZIP transcription factor; Uncharacterized protein
GRMZM2G143718	4	0.807422852	--	Orphans	ZmOrphan191	Salt tolerance-like protein; Uncharacterized protein
GRMZM2G089618	4	0.806869667	--	--	--	Uncharacterized protein
GRMZM2G005445	4	0.806045813	--	--	--	-
GRMZM2G055037	4	0.805842579	--	--	--	Uncharacterized protein
GRMZM2G479529	4	0.805418339	--	--	--	Uncharacterized protein
AC225127.3_FG003	4	0.805280337	--	--	--	Anther specific protein (Ltp-like protein); LIM1 protein; Uncharacterized protein
GRMZM2G166721	4	0.805206592	--	NAC	ZmNAC16	Uncharacterized protein
GRMZM5G869299	4	0.804976672	--	--	--	Uncharacterized protein
GRMZM2G015908	4	0.804443265	--	--	--	Phosphatase phospho1
GRMZM2G105224	4	0.804107222	MRPI-2	C2H2	--	C2H2 zinc finger protein; Nucleic acid binding protein
GRMZM2G149958	4	0.803959693	--	MYB	ZmMYB133	Uncharacterized protein
GRMZM2G055420	4	0.803922582	--	--	--	-
GRMZM2G076152	4	0.803175008	--	--	--	Uncharacterized protein
GRMZM5G894736	4	0.801716603	--	--	--	-
AC234156.1_FG005	4	0.801263151	--	--	--	Fasciclin-like arabinogalactan protein 7; Uncharacterized protein
GRMZM2G167919	4	0.800205403	--	--	--	-
GRMZM2G134878	4	0.800144634	--	--	--	Uncharacterized protein
GRMZM2G340807	4	0.799037519	--	--	--	Polcalcin Jun o 2; Uncharacterized protein
GRMZM2G421256	4	0.798348683	--	MYB-related	ZmMYBR20	Uncharacterized protein
GRMZM2G088132	4	0.797912362	--	--	--	Uncharacterized protein
GRMZM2G319628	4	0.797133927	--	--	--	-
GRMZM2G081406	4	0.796195695	ARF15	ARF 	ZmARF15	Uncharacterized protein
GRMZM2G040673	4	0.79599411	--	OVATE	ZmOFP41	Plant-specific domain TIGR01568 family protein
GRMZM2G310368	4	0.795684225	--	AP2-EREBP	ZmEREB147	Ethylene-responsive transcription factor 4
GRMZM2G087095	4	0.794660499	M24	MADS (MIKC-type)	ZmMADS24	MADS-box transcription factor 34; Uncharacterized protein
GRMZM5G897053	4	0.79455633	--	--	--	-
GRMZM2G044775	4	0.794443296	--	--	--	Uncharacterized protein
GRMZM2G102933	4	0.793884497	--	--	--	Uncharacterized protein
GRMZM2G304108	4	0.793804978	--	--	--	Uncharacterized protein
GRMZM2G505380	4	0.793554125	--	--	--	-
GRMZM5G844257	4	0.791447258	--	--	--	Uncharacterized protein
GRMZM2G042733	4	0.791429771	--	--	--	-
GRMZM2G316362	4	0.791184466	--	--	--	Acyl-desaturase; Uncharacterized protein
GRMZM5G863385	4	0.791156567	--	--	--	Regulatory subunit
GRMZM2G442523	4	0.790103609	--	--	--	Uncharacterized protein
GRMZM5G836763	4	0.789623862	--	--	--	-
GRMZM2G331214	4	0.787623578	--	--	--	-
GRMZM2G091540	4	0.787497416	--	--	--	Uncharacterized protein
GRMZM2G098696	4	0.787282037	--	HSF	ZmHSF7	Uncharacterized protein
GRMZM2G017784	4	0.787050336	--	--	--	-
GRMZM2G032655	4	0.786898086	MYB9	MYB	ZmMYB49	P-type R2R3 Myb protein
GRMZM2G080871	4	0.786769393	--	--	--	-
GRMZM2G051422	4	0.786758182	--	--	--	-
GRMZM2G178811	4	0.786648286	--	--	--	-
GRMZM2G053503	4	0.785807825	ERF1	AP2-EREBP	ZmEREB148	Ethylene-responsive factor-like protein 1; Putative AP2/EREBP transcription factor superfamily protein
GRMZM2G473976	4	0.785804234	--	--	--	Uncharacterized protein
GRMZM2G034882	4	0.785509024	--	--	--	Uncharacterized protein
GRMZM2G135291	4	0.784522059	--	--	--	-
AC194402.2_FG004	4	0.782950944	--	--	--	-
GRMZM2G136508	4	0.782873601	--	--	--	Amino acid permease
GRMZM2G326775	4	0.782736255	--	--	--	-
GRMZM2G366973	4	0.781971894	--	--	--	-
GRMZM2G101744	4	0.781920536	--	--	--	R3H domain containing protein; Uncharacterized protein
GRMZM2G145562	4	0.781438183	--	--	--	Uncharacterized protein
GRMZM2G079284	4	0.781096201	--	--	--	-
GRMZM2G150968	4	0.78020544	--	--	--	-
GRMZM2G169121	4	0.777832342	--	--	--	Uncharacterized protein
GRMZM2G066067	4	0.77766478	--	--	--	Uncharacterized protein
GRMZM2G143029	4	0.777629232	--	--	--	-
GRMZM5G865274	4	0.777188841	--	--	--	-
AC200879.4_FG004	4	0.776656414	--	--	--	-
GRMZM5G846652	4	0.776424183	--	--	--	Uncharacterized protein
GRMZM2G114644	4	0.775848117	--	--	--	-
GRMZM2G054870	4	0.775356187	--	--	--	Uncharacterized protein
AC206307.3_FG002	4	0.774387828	--	--	--	-
GRMZM2G079683	4	0.772632861	--	--	--	Putative uncharacterized protein
GRMZM2G171765	4	0.772105447	--	--	--	-
GRMZM2G104673	4	0.771892371	--	--	--	Uncharacterized protein
GRMZM5G820074	4	0.771488247	--	--	--	Uncharacterized protein
GRMZM2G091283	4	0.770395331	--	--	--	-
GRMZM2G474929	4	0.769802463	--	--	--	Uncharacterized protein
GRMZM5G815553	4	0.768870817	PSAC	--	--	Photosystem I iron-sulfur center
GRMZM2G467682	4	0.766767053	--	--	--	Uncharacterized protein
GRMZM2G053442	4	0.764580418	--	--	--	-
GRMZM2G138698	4	0.763988281	--	--	--	Uncharacterized protein
GRMZM5G898796	4	0.763550135	--	--	--	-
GRMZM2G124872	4	0.762060503	--	--	--	Growth regulator; Uncharacterized protein
GRMZM5G830776	4	0.761860748	--	--	--	Uncharacterized protein
GRMZM2G155499	4	0.761814412	--	--	--	Putative HLH DNA-binding domain superfamily protein isoform 1; Putative HLH DNA-binding domain superfamily protein isoform 2; Uncharacterized protein
GRMZM2G576393	4	0.761564963	--	--	--	-
GRMZM2G033949	4	0.761084849	--	--	--	-
GRMZM2G153152	4	0.760746194	--	--	--	Uncharacterized protein
GRMZM2G124138	4	0.760328459	--	--	--	Uncharacterized protein
GRMZM2G089231	4	0.760182106	--	--	--	Uncharacterized protein
GRMZM5G870932	4	0.758988311	--	--	--	Uncharacterized protein
GRMZM2G097972	4	0.75872609	--	--	--	-
GRMZM2G058301	4	0.758722284	--	--	--	-
GRMZM2G167492	4	0.758335191	--	NAC	ZmNAC97	Putative NAC domain transcription factor superfamily protein
AC197555.3_FG007	4	0.75728864	--	--	--	-
GRMZM2G088400	4	0.756695377	--	--	--	-
GRMZM2G069511	4	0.756215763	--	--	--	NHL25
GRMZM2G041127	4	0.756165194	HDZ10	Homeobox	ZmHB54	Uncharacterized protein
GRMZM2G063162	4	0.753605082	--	--	--	-
GRMZM2G037350	4	0.753010703	--	--	--	LEC14B protein
AC188134.2_FG009	4	0.752678211	--	--	--	-
GRMZM2G084515	4	0.751197274	--	--	--	Uncharacterized protein
GRMZM2G437557	4	0.750086351	--	--	--	-
AC198940.4_FG006	4	0.749504972	--	--	--	-
GRMZM2G100176	4	0.74797606	--	G2-like	ZmGLK28	Myb-like DNA-binding domain, SHAQKYF class family protein
GRMZM2G427697	4	0.74773228	--	--	--	Uncharacterized protein
GRMZM5G852761	4	0.746625871	--	--	--	-
GRMZM2G095333	4	0.746032072	--	--	--	Peptidyl-prolyl cis-trans isomerase
GRMZM2G136088	4	0.745864129	--	--	--	-
GRMZM2G022841	4	0.744881116	--	--	--	-
GRMZM2G031824	4	0.744561493	--	--	--	Uncharacterized protein
GRMZM2G067915	4	0.743500267	--	--	--	-
AC203260.3_FG004	4	0.74292082	--	--	--	-
GRMZM2G014672	4	0.742870345	--	--	--	Transmembrane BAX inhibitor motif-containing protein 4
GRMZM5G853245	4	0.741848933	--	--	--	Uncharacterized protein
GRMZM2G001602	4	0.741828918	--	--	--	-
GRMZM2G049727	4	0.741629841	--	--	--	-
GRMZM5G811917	4	0.741617743	--	--	--	-
GRMZM2G397261	4	0.741338344	--	--	--	Uncharacterized protein
GRMZM2G067626	4	0.740250797	--	--	--	Uncharacterized protein
GRMZM2G001577	4	0.740071109	--	Orphans	ZmOrphan109	-
GRMZM2G528319	4	0.7399413	--	--	--	Putative uncharacterized protein
GRMZM5G826110	4	0.739306771	--	--	--	-
GRMZM2G087092	4	0.738939956	--	--	--	-
GRMZM2G147656	4	0.738914245	--	--	--	-
GRMZM2G179329	4	0.737902234	--	--	--	Uncharacterized protein
GRMZM2G083788	4	0.737653778	--	--	--	-
GRMZM2G007276	4	0.735679047	UCE	--	--	Putative ubiquitin-conjugating enzyme family; Ubiquitin-conjugating enzyme E2; Uncharacterized protein
GRMZM2G140443	4	0.735227189	--	--	--	-
GRMZM2G150928	4	0.734874953	--	--	--	-
GRMZM2G531339	4	0.734050028	--	--	--	-
GRMZM5G830266	4	0.734006326	--	--	--	-
GRMZM5G860816	4	0.733378827	--	--	--	-
GRMZM2G061232	4	0.73157964	--	--	--	-
GRMZM2G407146	4	0.729500944	--	--	--	Uncharacterized protein
GRMZM2G082387	4	0.729473855	--	GRAS	ZmGRAS4	GRAS family transcription factor containing protein
GRMZM2G021879	4	0.729435128	--	--	--	Putative RING zinc finger domain superfamily protein
GRMZM2G062673	4	0.728196748	--	--	--	Uncharacterized protein
GRMZM2G120539	4	0.72548145	--	--	--	AMP binding protein
GRMZM2G007001	4	0.720641526	--	--	--	-
GRMZM2G009076	4	0.717665864	--	--	--	-
GRMZM2G007466	4	0.71761457	--	--	--	Uncharacterized protein
GRMZM2G075562	4	0.717049985	--	C2C2-CO-like	ZmCOL5	Uncharacterized protein
GRMZM2G170577	4	0.71687458	--	--	--	-
GRMZM5G817552	4	0.713993056	--	--	--	-
GRMZM2G071846	4	0.713269229	--	--	--	Adenine phosphoribosyltransferase 2
GRMZM2G161377	4	0.712134061	--	--	--	Uncharacterized protein
GRMZM2G394450	4	0.711526447	IVR1	--	--	Beta-fructofuranosidase 1
GRMZM2G091287	4	0.711488578	--	--	--	-
GRMZM2G544059	4	0.711230129	--	--	--	-
GRMZM2G115560	4	0.708955218	--	--	--	-
GRMZM5G887720	4	0.707985893	--	--	--	-
GRMZM2G347485	4	0.707384127	--	--	--	-
AC191045.3_FG006	4	0.707370995	--	--	--	-
GRMZM2G012578	4	0.70611074	--	--	--	-
GRMZM2G033630	4	0.704549102	--	--	--	Uncharacterized protein
GRMZM2G137151	4	0.702236353	DXS1	--	--	Uncharacterized protein
GRMZM2G448883	4	0.700458092	--	--	--	Phi-1-like phosphate-induced protein; Uncharacterized protein
GRMZM2G018436	4	0.69995378	--	NAC	ZmNAC126	NAC domain-containing protein 77
AC209765.3_FG001	4	0.698393271	--	--	--	-
GRMZM5G896564	4	0.698002376	--	--	--	-
AC216229.3_FG002	4	0.69744444	--	--	--	Uncharacterized protein
GRMZM2G029039	4	0.697149991	--	--	--	Kelch motif family protein; Kelch motif protein family; Uncharacterized protein
GRMZM2G099036	4	0.696857253	--	--	--	Uncharacterized protein
GRMZM2G102382	4	0.694333747	--	--	--	Putative thioredoxin superfamily protein; Thioredoxin-like 1; Uncharacterized protein
GRMZM2G547337	4	0.693795685	--	--	--	-
GRMZM5G812561	4	0.692474194	--	--	--	-
GRMZM2G505904	4	0.69018621	--	--	--	-
GRMZM2G011878	4	0.689829212	--	--	--	Putative uncharacterized protein
GRMZM2G062788	4	0.687851572	BSD2	--	--	Bundle sheath defective protein 2
AC233850.1_FG001	4	0.687850021	--	--	--	-
GRMZM2G112830	4	0.685747658	--	--	--	Uncharacterized protein
AC231184.2_FG002	4	0.683685874	--	--	--	-
GRMZM2G079638	4	0.683288158	--	--	--	Anther-specific protein SF18; Uncharacterized protein
